sat, iode, iodc, sva, svh, week, code, flag,toe1, toe2, toc1, toc2, ttr1, ttr2, A, e, i0, OMG0, omg, M0, deln, OMGd, idot, crc, crs, cuc, cus, cic, cis, toes, fit, f0, f1, f2
30,77,77,0,0,2043,1,0,-585701104,0.000000,-585701008,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
13,60,60,0,0,2043,1,0,-585701104,0.000000,-585701008,26560334.935429,805306367,0.968304,0.732879,-2048196777,579912303,0.000000,-0.000000,0.000000,156.625000,33.031250,0.000002,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000072,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-585701104,0.000000,-585701008,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
8,71,71,0,0,2043,1,0,-585701104,0.000000,-585701008,26560741.814105,-1879048193,0.970397,-2.544471,1009509416,-1070717203,0.000000,-0.000000,0.000000,158.343750,53.375000,0.000003,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000135,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
21,92,92,1,0,2043,1,0,-585701104,0.000000,-585701008,26561465.733998,-1577058305,0.947082,-1.540123,1259547981,1378129701,0.000000,-0.000000,0.000000,313.031250,56.187500,0.000003,0.000003,0.000000,0.000000,468000.000000,4.000000,-0.000237,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,122,122,107,0,2043,1,0,-585701104,0.000000,-585701008,29600434.033415,-1,0.953488,0.251643,2004404602,-298141223,0.000000,-0.000000,-0.000000,39.718750,-60.437500,-0.000003,0.000014,0.000000,0.000000,457200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,122,122,107,0,2043,1,0,-585701104,0.000000,-585701008,29600434.033415,-1,0.953488,0.251643,2004404602,-298141223,0.000000,-0.000000,-0.000000,39.718750,-60.437500,-0.000003,0.000014,0.000000,0.000000,457200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,122,122,107,0,2043,1,0,-585701104,0.000000,-585701008,29600434.033415,-1,0.953488,0.251643,2004404602,-298141223,0.000000,-0.000000,-0.000000,39.718750,-60.437500,-0.000003,0.000014,0.000000,0.000000,457200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-585701104,0.000000,-585701008,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
13,60,60,0,0,2043,1,0,-585701104,0.000000,-585701008,26560334.935429,805306367,0.968304,0.732879,-2048196777,579912303,0.000000,-0.000000,0.000000,156.625000,33.031250,0.000002,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000072,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-585701104,0.000000,-585701008,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
8,71,71,0,0,2043,1,0,-585701104,0.000000,-585701008,26560741.814105,-1879048193,0.970397,-2.544471,1009509416,-1070717203,0.000000,-0.000000,0.000000,158.343750,53.375000,0.000003,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000135,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
21,92,92,1,0,2043,1,0,-585701104,0.000000,-585701008,26561465.733998,-1577058305,0.947082,-1.540123,1259547981,1378129701,0.000000,-0.000000,0.000000,313.031250,56.187500,0.000003,0.000003,0.000000,0.000000,468000.000000,4.000000,-0.000237,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,1,1,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.950341,-1,0.988724,2.344999,1131404120,-2046191630,0.000000,-0.000000,-0.000000,264.406250,-73.375000,-0.000003,0.000004,-0.000000,0.000000,461400.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-585701104,0.000000,-585701008,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-585701104,0.000000,-585701008,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
13,60,60,0,0,2043,1,0,-585701104,0.000000,-585701008,26560334.935429,805306367,0.968304,0.732879,-2048196777,579912303,0.000000,-0.000000,0.000000,156.625000,33.031250,0.000002,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000072,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-585701104,0.000000,-585701008,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
8,71,71,0,0,2043,1,0,-585701104,0.000000,-585701008,26560741.814105,-1879048193,0.970397,-2.544471,1009509416,-1070717203,0.000000,-0.000000,0.000000,158.343750,53.375000,0.000003,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000135,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
21,92,92,1,0,2043,1,0,-585701104,0.000000,-585701008,26561465.733998,-1577058305,0.947082,-1.540123,1259547981,1378129701,0.000000,-0.000000,0.000000,313.031250,56.187500,0.000003,0.000003,0.000000,0.000000,468000.000000,4.000000,-0.000237,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-585701104,0.000000,-585701008,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-585701104,0.000000,-585701008,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
13,60,60,0,0,2043,1,0,-585701104,0.000000,-585701008,26560334.935429,805306367,0.968304,0.732879,-2048196777,579912303,0.000000,-0.000000,0.000000,156.625000,33.031250,0.000002,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000072,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-585701104,0.000000,-585701008,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-585701104,0.000000,-585701008,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
9,21,21,0,0,2043,1,0,-585701104,0.000000,-585701008,26560933.085121,1610612735,0.952900,0.596908,367269008,346677156,0.000000,-0.000000,0.000000,136.656250,28.531250,0.000001,0.000012,-0.000000,-0.000000,468000.000000,4.000000,0.000448,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
8,71,71,0,0,2043,1,0,-585701104,0.000000,-585701008,26560741.814105,-1879048193,0.970397,-2.544471,1009509416,-1070717203,0.000000,-0.000000,0.000000,158.343750,53.375000,0.000003,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000135,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
21,92,92,1,0,2043,1,0,-585701104,0.000000,-585701008,26561465.733998,-1577058305,0.947082,-1.540123,1259547981,1378129701,0.000000,-0.000000,0.000000,313.031250,56.187500,0.000003,0.000003,0.000000,0.000000,468000.000000,4.000000,-0.000237,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-585701104,0.000000,-585701008,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-585701104,0.000000,-585701008,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
5,23,23,0,0,2043,1,0,-585701104,0.000000,-585701008,26560033.435149,-1342177281,0.949586,-0.460867,37124320,2143319470,0.000000,-0.000000,-0.000000,243.562500,-90.500000,-0.000005,0.000007,-0.000000,-0.000000,467984.000000,4.000000,0.000001,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-585701104,0.000000,-585701008,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
13,60,60,0,0,2043,1,0,-585701104,0.000000,-585701008,26560334.935429,805306367,0.968304,0.732879,-2048196777,579912303,0.000000,-0.000000,0.000000,156.625000,33.031250,0.000002,0.000012,0.000000,0.000000,468000.000000,4.000000,-0.000072,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-585701104,0.000000,-585701008,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-585701104,0.000000,-585701008,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
