60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-115873616,0.000000,-115873520,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
15,92,92,0,0,2043,1,0,-115873616,0.000000,-115873520,26560146.812107,-201326593,0.928459,0.518952,1549954083,-1441674195,0.000000,-0.000000,-0.000000,137.187500,7.312500,0.000001,0.000012,-0.000000,0.000000,468000.000000,4.000000,-0.000325,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-115873616,0.000000,-115873520,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-115873616,0.000000,-115873520,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
5,23,23,0,0,2043,1,0,-115873616,0.000000,-115873520,26560033.435149,-1342177281,0.949586,-0.460867,37124320,2143319470,0.000000,-0.000000,-0.000000,243.562500,-90.500000,-0.000005,0.000007,-0.000000,-0.000000,467984.000000,4.000000,0.000001,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
15,92,92,0,0,2043,1,0,-115873616,0.000000,-115873520,26560146.812107,-201326593,0.928459,0.518952,1549954083,-1441674195,0.000000,-0.000000,-0.000000,137.187500,7.312500,0.000001,0.000012,-0.000000,0.000000,468000.000000,4.000000,-0.000325,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-115873616,0.000000,-115873520,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-115873616,0.000000,-115873520,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-115873616,0.000000,-115873520,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
30,77,77,0,0,2043,1,0,-115873616,0.000000,-115873520,26559700.186538,-805306369,0.941178,1.702925,-1949005751,-1671133808,0.000000,-0.000000,0.000000,297.000000,34.718750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,-0.000065,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
5,23,23,0,0,2043,1,0,-115873616,0.000000,-115873520,26560033.435149,-1342177281,0.949586,-0.460867,37124320,2143319470,0.000000,-0.000000,-0.000000,243.562500,-90.500000,-0.000005,0.000007,-0.000000,-0.000000,467984.000000,4.000000,0.000001,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-115873616,0.000000,-115873520,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-115873616,0.000000,-115873520,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
78,4,4,107,65,2043,1,0,-115873616,0.000000,-115873520,29600420.854405,-1,0.959216,0.248535,-1052472433,-1226509420,0.000000,-0.000000,-0.000000,15.218750,-50.000000,-0.000002,0.000015,0.000000,0.000000,463200.000000,0.000000,-0.000008,-0.000000,-0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
78,4,4,107,65,2043,1,0,-115873616,0.000000,-115873520,29600420.854405,-1,0.959216,0.248535,-1052472433,-1226509420,0.000000,-0.000000,-0.000000,15.218750,-50.000000,-0.000002,0.000015,0.000000,0.000000,463200.000000,0.000000,-0.000008,-0.000000,-0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
63,4,4,107,0,2043,1,0,-115873616,0.000000,-115873520,29600445.344537,-1,0.953488,0.251610,-296177967,-956357813,0.000000,-0.000000,-0.000000,32.781250,-62.343750,-0.000003,0.000014,-0.000000,0.000000,463200.000000,0.000000,-0.000236,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
60,2,2,107,0,2043,1,0,-115873616,0.000000,-115873520,29600154.867324,-1,0.988724,2.344995,-312879549,198706874,0.000000,-0.000000,-0.000000,264.437500,-73.375000,-0.000003,0.000004,-0.000000,0.000000,462000.000000,0.000000,-0.000558,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
78,4,4,107,65,2043,1,0,-115873616,0.000000,-115873520,29600420.854405,-1,0.959216,0.248535,-1052472433,-1226509420,0.000000,-0.000000,-0.000000,15.218750,-50.000000,-0.000002,0.000015,0.000000,0.000000,463200.000000,0.000000,-0.000008,-0.000000,-0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
5,23,23,0,0,2043,1,0,-115873616,0.000000,-115873520,26560033.435149,-1342177281,0.949586,-0.460867,37124320,2143319470,0.000000,-0.000000,-0.000000,243.562500,-90.500000,-0.000005,0.000007,-0.000000,-0.000000,467984.000000,4.000000,0.000001,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
7,21,21,0,0,2043,1,0,-115873616,0.000000,-115873520,26559564.595391,-1476395009,0.955695,1.673542,2125564580,-1095965202,0.000000,-0.000000,0.000000,301.812500,34.343750,0.000002,0.000004,0.000000,-0.000000,468000.000000,4.000000,0.000019,-0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
28,54,54,0,0,2043,1,0,-115873616,0.000000,-115873520,26560607.616146,-1845493761,0.983142,2.795203,-443855740,-212731568,0.000000,-0.000000,-0.000000,218.750000,-72.343750,-0.000004,0.000009,0.000000,0.000000,468000.000000,4.000000,0.000766,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
4,25,793,0,63,2043,1,0,-115873616,0.000000,-115873520,26561791.581776,-1,0.960245,0.641491,30698230,2086181929,0.000000,-0.000000,0.000000,139.031250,33.437500,0.000002,0.000012,-0.000000,0.000000,468000.000000,4.000000,0.000129,0.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,-92559631349317830736831783200707727132248687965119994463780864.000000,0.000000,-92559631349317830736831783200707727132248687965119994463780864.000000
